DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;CELL_ID;COMMENT;date ajout;resp. ajout
04/01/1980;76;58;track;;;58877;;19/07/2014;JLF
04/01/1980;76;59;track;;;59227;;19/07/2014;JLF
04/01/1980;76;60;track;;;59577;;19/07/2014;JLF
04/01/1980;76;61;track;;;59927;;19/07/2014;JLF
04/01/1980;76;62;track;;;60277;;19/07/2014;JLF
04/01/1980;76;63;track;;;60627;;19/07/2014;JLF
04/01/1980;76;64;track;;;60977;;19/07/2014;JLF
04/01/1980;76;65;track;;;61327;;19/07/2014;JLF
04/01/1980;76;66;track;;;61677;;19/07/2014;JLF
04/01/1980;76;76;track;;;65177;;19/07/2014;JLF
04/01/1980;76;79;track;;;66227;;19/07/2014;JLF
04/01/1980;76;97;track;;;72527;;19/07/2014;JLF
04/01/1980;77;10;track;;;42078;;19/07/2014;JLF
04/01/1980;77;11;track;;;42428;;19/07/2014;JLF
04/01/1980;77;17;track;;;44528;;19/07/2014;JLF
04/01/1980;77;38;track;;;51878;;19/07/2014;JLF
04/01/1980;77;39;track;;;52228;;19/07/2014;JLF
04/01/1980;77;44;track;;;53978;;19/07/2014;JLF
04/01/1980;77;50;track;;;56078;;19/07/2014;JLF
04/01/1980;77;58;track;;;58878;;19/07/2014;JLF
04/01/1980;77;63;track;;;60628;;19/07/2014;JLF
04/01/1980;77;64;track;;;60978;;19/07/2014;JLF
04/01/1980;77;75;track;;;64828;;19/07/2014;JLF
04/01/1980;77;76;track;;;65178;;19/07/2014;JLF
04/01/1980;77;79;track;;;66228;;19/07/2014;JLF
04/01/1980;77;80;track;;;66578;;19/07/2014;JLF
04/01/1980;77;97;track;;;72528;;19/07/2014;JLF
04/01/1980;78;11;track;;;42429;;19/07/2014;JLF
04/01/1980;78;16;track;;;44179;;19/07/2014;JLF
04/01/1980;78;17;track;;;44529;;19/07/2014;JLF
04/01/1980;78;39;track;;;52229;;19/07/2014;JLF
04/01/1980;78;40;track;;;52579;;19/07/2014;JLF
04/01/1980;78;44;track;;;53979;;19/07/2014;JLF
04/01/1980;78;50;track;;;56079;;19/07/2014;JLF
04/01/1980;78;51;track;;;56429;;19/07/2014;JLF
04/01/1980;78;58;track;;;58879;;19/07/2014;JLF
04/01/1980;78;59;track;;;59229;;19/07/2014;JLF
04/01/1980;78;64;track;;;60979;;19/07/2014;JLF
04/01/1980;78;74;track;;;64479;;19/07/2014;JLF
04/01/1980;78;75;track;;;64829;;19/07/2014;JLF
04/01/1980;78;80;track;;;66579;;19/07/2014;JLF
04/01/1980;78;97;track;;;72529;;19/07/2014;JLF
04/01/1980;79;11;track;;;42430;;19/07/2014;JLF
04/01/1980;79;12;track;;;42780;;19/07/2014;JLF
04/01/1980;79;15;track;;;43830;;19/07/2014;JLF
04/01/1980;79;16;track;;;44180;;19/07/2014;JLF
04/01/1980;79;40;track;;;52580;;19/07/2014;JLF
04/01/1980;79;41;track;;;52930;;19/07/2014;JLF
04/01/1980;79;44;track;;;53980;;19/07/2014;JLF
04/01/1980;79;51;track;;;56430;;19/07/2014;JLF
04/01/1980;79;52;track;;;56780;;19/07/2014;JLF
04/01/1980;79;59;track;;;59230;;19/07/2014;JLF
04/01/1980;79;64;track;;;60980;;19/07/2014;JLF
04/01/1980;79;74;track;;;64480;;19/07/2014;JLF
04/01/1980;79;80;track;;;66580;;19/07/2014;JLF
04/01/1980;79;81;track;;;66930;;19/07/2014;JLF
04/01/1980;79;97;track;;;72530;;19/07/2014;JLF
04/01/1980;80;12;track;;;42781;;19/07/2014;JLF
04/01/1980;80;13;track;;;43131;;19/07/2014;JLF
04/01/1980;80;14;track;;;43481;;19/07/2014;JLF
04/01/1980;80;15;track;;;43831;;19/07/2014;JLF
04/01/1980;80;41;track;;;52931;;19/07/2014;JLF
04/01/1980;80;42;track;;;53281;;19/07/2014;JLF
04/01/1980;80;44;track;;;53981;;19/07/2014;JLF
04/01/1980;80;52;track;;;56781;;19/07/2014;JLF
04/01/1980;80;53;track;;;57131;;19/07/2014;JLF
04/01/1980;80;59;track;;;59231;;19/07/2014;JLF
04/01/1980;80;60;track;;;59581;;19/07/2014;JLF
04/01/1980;80;64;track;;;60981;;19/07/2014;JLF
04/01/1980;80;65;track;;;61331;;19/07/2014;JLF
04/01/1980;80;73;track;;;64131;;19/07/2014;JLF
04/01/1980;80;74;track;;;64481;;19/07/2014;JLF
04/01/1980;80;81;track;;;66931;;19/07/2014;JLF
04/01/1980;80;82;track;;;67281;;19/07/2014;JLF
04/01/1980;80;97;track;;;72531;;19/07/2014;JLF
04/01/1980;81;13;track;;;43132;;19/07/2014;JLF
04/01/1980;81;14;track;;;43482;;19/07/2014;JLF
04/01/1980;81;42;track;;;53282;;19/07/2014;JLF
04/01/1980;81;43;track;;;53632;;19/07/2014;JLF
04/01/1980;81;44;track;;;53982;;19/07/2014;JLF
04/01/1980;81;45;track;;;54332;;19/07/2014;JLF
04/01/1980;81;52;track;;;56782;;19/07/2014;JLF
04/01/1980;81;53;track;;;57132;;19/07/2014;JLF
04/01/1980;81;54;track;;;57482;;19/07/2014;JLF
04/01/1980;81;55;track;;;57832;;19/07/2014;JLF
04/01/1980;81;56;track;;;58182;;19/07/2014;JLF
04/01/1980;81;57;track;;;58532;;19/07/2014;JLF
04/01/1980;81;58;track;;;58882;;19/07/2014;JLF
04/01/1980;81;59;track;;;59232;;19/07/2014;JLF
04/01/1980;81;60;track;;;59582;;19/07/2014;JLF
04/01/1980;81;61;track;;;59932;;19/07/2014;JLF
04/01/1980;81;62;track;;;60282;;19/07/2014;JLF
04/01/1980;81;63;track;;;60632;;19/07/2014;JLF
04/01/1980;81;64;track;;;60982;;19/07/2014;JLF
04/01/1980;81;65;track;;;61332;;19/07/2014;JLF
04/01/1980;81;66;track;;;61682;;19/07/2014;JLF
04/01/1980;81;72;track;;;63782;;19/07/2014;JLF
04/01/1980;81;73;track;;;64132;;19/07/2014;JLF
04/01/1980;81;82;track;;;67282;;19/07/2014;JLF
04/01/1980;81;96;track;;;72182;;19/07/2014;JLF
04/01/1980;81;97;track;;;72532;;19/07/2014;JLF
04/01/1980;82;43;track;;;53633;;19/07/2014;JLF
04/01/1980;82;44;track;;;53983;;19/07/2014;JLF
04/01/1980;82;45;track;;;54333;;19/07/2014;JLF
04/01/1980;82;53;track;;;57133;;19/07/2014;JLF
04/01/1980;82;57;track;;;58533;;19/07/2014;JLF
04/01/1980;82;66;track;;;61683;;19/07/2014;JLF
04/01/1980;82;67;track;;;62033;;19/07/2014;JLF
04/01/1980;82;68;track;;;62383;;19/07/2014;JLF
04/01/1980;82;69;track;;;62733;;19/07/2014;JLF
04/01/1980;82;70;track;;;63083;;19/07/2014;JLF
04/01/1980;82;71;track;;;63433;;19/07/2014;JLF
04/01/1980;82;72;track;;;63783;;19/07/2014;JLF
04/01/1980;82;82;track;;;67283;;19/07/2014;JLF
04/01/1980;82;96;track;;;72183;;19/07/2014;JLF
04/01/1980;83;44;track;;;53984;;19/07/2014;JLF
04/01/1980;83;45;track;;;54334;;19/07/2014;JLF
04/01/1980;83;53;track;;;57134;;19/07/2014;JLF
04/01/1980;83;54;track;;;57484;;19/07/2014;JLF
04/01/1980;83;55;track;;;57834;;19/07/2014;JLF
04/01/1980;83;57;track;;;58534;;19/07/2014;JLF
04/01/1980;83;71;track;;;63434;;19/07/2014;JLF
04/01/1980;83;81;track;;;66934;;19/07/2014;JLF
04/01/1980;83;82;track;;;67284;;19/07/2014;JLF
04/01/1980;83;83;track;;;67634;;19/07/2014;JLF
04/01/1980;83;96;track;;;72184;;19/07/2014;JLF
04/01/1980;84;45;track;;;54335;;19/07/2014;JLF
04/01/1980;84;46;track;;;54685;;19/07/2014;JLF
04/01/1980;84;55;track;;;57835;;19/07/2014;JLF
04/01/1980;84;56;track;;;58185;;19/07/2014;JLF
04/01/1980;84;57;track;;;58535;;19/07/2014;JLF
04/01/1980;84;71;track;;;63435;;19/07/2014;JLF
04/01/1980;84;80;track;;;66585;;19/07/2014;JLF
04/01/1980;84;81;track;;;66935;;19/07/2014;JLF
04/01/1980;84;83;track;;;67635;;19/07/2014;JLF
04/01/1980;84;84;track;;;67985;;19/07/2014;JLF
04/01/1980;84;96;track;;;72185;;19/07/2014;JLF
04/01/1980;84;97;track;;;72535;;19/07/2014;JLF
04/01/1980;84;98;track;;;72885;;19/07/2014;JLF
04/01/1980;84;99;track;;;73235;;19/07/2014;JLF
04/01/1980;85;46;track;;;54686;;19/07/2014;JLF
04/01/1980;85;47;track;;;55036;;19/07/2014;JLF
04/01/1980;85;56;track;;;58186;;19/07/2014;JLF
04/01/1980;85;57;track;;;58536;;19/07/2014;JLF
04/01/1980;85;58;track;;;58886;;19/07/2014;JLF
04/01/1980;85;71;track;;;63436;;19/07/2014;JLF
04/01/1980;85;84;track;;;67986;;19/07/2014;JLF
04/01/1980;85;85;track;;;68336;;19/07/2014;JLF
04/01/1980;85;86;track;;;68686;;19/07/2014;JLF
04/01/1980;85;96;track;;;72186;;19/07/2014;JLF
04/01/1980;85;97;track;;;72536;;19/07/2014;JLF
04/01/1980;86;47;track;;;55037;;19/07/2014;JLF
04/01/1980;86;48;track;;;55387;;19/07/2014;JLF
04/01/1980;86;56;track;;;58187;;19/07/2014;JLF
04/01/1980;86;58;track;;;58887;;19/07/2014;JLF
04/01/1980;86;59;track;;;59237;;19/07/2014;JLF
04/01/1980;86;60;track;;;59587;;19/07/2014;JLF
04/01/1980;86;64;track;;;60987;;19/07/2014;JLF
04/01/1980;86;65;track;;;61337;;19/07/2014;JLF
04/01/1980;86;66;track;;;61687;;19/07/2014;JLF
04/01/1980;86;67;track;;;62037;;19/07/2014;JLF
04/01/1980;86;68;track;;;62387;;19/07/2014;JLF
04/01/1980;86;69;track;;;62737;;19/07/2014;JLF
04/01/1980;86;70;track;;;63087;;19/07/2014;JLF
04/01/1980;86;71;track;;;63437;;19/07/2014;JLF
04/01/1980;86;82;track;;;67287;;19/07/2014;JLF
04/01/1980;86;83;track;;;67637;;19/07/2014;JLF
04/01/1980;86;84;track;;;67987;;19/07/2014;JLF
04/01/1980;86;86;track;;;68687;;19/07/2014;JLF
04/01/1980;86;87;track;;;69037;;19/07/2014;JLF
04/01/1980;86;88;track;;;69387;;19/07/2014;JLF
04/01/1980;86;89;track;;;69737;;19/07/2014;JLF
04/01/1980;86;90;track;;;70087;;19/07/2014;JLF
04/01/1980;86;91;track;;;70437;;19/07/2014;JLF
04/01/1980;86;96;track;;;72187;;19/07/2014;JLF
04/01/1980;86;100;track;;;73587;;19/07/2014;JLF
04/01/1980;86;101;track;;;73937;;19/07/2014;JLF
04/01/1980;86;102;track;;;74287;;19/07/2014;JLF
04/01/1980;86;103;track;;;74637;;19/07/2014;JLF
04/01/1980;86;104;track;;;74987;;19/07/2014;JLF
04/01/1980;87;0;track;;;38588;;19/07/2014;JLF
04/01/1980;87;48;track;;;55388;;19/07/2014;JLF
04/01/1980;87;55;track;;;57838;;19/07/2014;JLF
04/01/1980;87;56;track;;;58188;;19/07/2014;JLF
04/01/1980;87;60;track;;;59588;;19/07/2014;JLF
04/01/1980;87;61;track;;;59938;;19/07/2014;JLF
04/01/1980;87;62;track;;;60288;;19/07/2014;JLF
04/01/1980;87;63;track;;;60638;;19/07/2014;JLF
04/01/1980;87;64;track;;;60988;;19/07/2014;JLF
04/01/1980;87;71;track;;;63438;;19/07/2014;JLF
04/01/1980;87;72;track;;;63788;;19/07/2014;JLF
04/01/1980;87;80;track;;;66588;;19/07/2014;JLF
04/01/1980;87;81;track;;;66938;;19/07/2014;JLF
04/01/1980;87;82;track;;;67288;;19/07/2014;JLF
04/01/1980;87;91;track;;;70438;;19/07/2014;JLF
04/01/1980;87;92;track;;;70788;;19/07/2014;JLF
04/01/1980;87;95;track;;;71838;;19/07/2014;JLF
04/01/1980;87;96;track;;;72188;;19/07/2014;JLF
04/01/1980;87;99;track;;;73238;;19/07/2014;JLF
04/01/1980;87;100;track;;;73588;;19/07/2014;JLF
04/01/1980;87;104;track;;;74988;;19/07/2014;JLF
04/01/1980;87;105;track;;;75338;;19/07/2014;JLF
04/01/1980;87;106;track;;;75688;;19/07/2014;JLF
04/01/1980;87;107;track;;;76038;;19/07/2014;JLF
04/01/1980;87;108;track;;;76388;;19/07/2014;JLF
04/01/1980;87;109;track;;;76738;;19/07/2014;JLF
04/01/1980;88;0;track;;;38589;;19/07/2014;JLF
04/01/1980;88;1;track;;;38939;;19/07/2014;JLF
04/01/1980;88;2;track;;;39289;;19/07/2014;JLF
04/01/1980;88;3;track;;;39639;;19/07/2014;JLF
04/01/1980;88;4;track;;;39989;;19/07/2014;JLF
04/01/1980;88;5;track;;;40339;;19/07/2014;JLF
04/01/1980;88;6;track;;;40689;;19/07/2014;JLF
04/01/1980;88;7;track;;;41039;;19/07/2014;JLF
04/01/1980;88;17;track;;;44539;;19/07/2014;JLF
04/01/1980;88;18;track;;;44889;;19/07/2014;JLF
04/01/1980;88;48;track;;;55389;;19/07/2014;JLF
04/01/1980;88;49;track;;;55739;;19/07/2014;JLF
04/01/1980;88;54;track;;;57489;;19/07/2014;JLF
04/01/1980;88;55;track;;;57839;;19/07/2014;JLF
04/01/1980;88;71;track;;;63439;;19/07/2014;JLF
04/01/1980;88;72;track;;;63789;;19/07/2014;JLF
04/01/1980;88;79;track;;;66239;;19/07/2014;JLF
04/01/1980;88;80;track;;;66589;;19/07/2014;JLF
04/01/1980;88;92;track;;;70789;;19/07/2014;JLF
04/01/1980;88;93;track;;;71139;;19/07/2014;JLF
04/01/1980;88;94;track;;;71489;;19/07/2014;JLF
04/01/1980;88;95;track;;;71839;;19/07/2014;JLF
04/01/1980;88;99;track;;;73239;;19/07/2014;JLF
04/01/1980;88;100;track;;;73589;;19/07/2014;JLF
04/01/1980;88;109;track;;;76739;;19/07/2014;JLF
04/01/1980;88;110;track;;;77089;;19/07/2014;JLF
04/01/1980;88;111;track;;;77439;;19/07/2014;JLF
04/01/1980;89;0;track;;;38590;;19/07/2014;JLF
04/01/1980;89;1;track;;;38940;;19/07/2014;JLF
04/01/1980;89;7;track;;;41040;;19/07/2014;JLF
04/01/1980;89;8;track;;;41390;;19/07/2014;JLF
04/01/1980;89;15;track;;;43840;;19/07/2014;JLF
04/01/1980;89;16;track;;;44190;;19/07/2014;JLF
04/01/1980;89;17;track;;;44540;;19/07/2014;JLF
04/01/1980;89;18;track;;;44890;;19/07/2014;JLF
04/01/1980;89;19;track;;;45240;;19/07/2014;JLF
04/01/1980;89;20;track;;;45590;;19/07/2014;JLF
04/01/1980;89;21;track;;;45940;;19/07/2014;JLF
04/01/1980;89;49;track;;;55740;;19/07/2014;JLF
04/01/1980;89;50;track;;;56090;;19/07/2014;JLF
04/01/1980;89;54;track;;;57490;;19/07/2014;JLF
04/01/1980;89;71;track;;;63440;;19/07/2014;JLF
04/01/1980;89;72;track;;;63790;;19/07/2014;JLF
04/01/1980;89;73;track;;;64140;;19/07/2014;JLF
04/01/1980;89;78;track;;;65890;;19/07/2014;JLF
04/01/1980;89;79;track;;;66240;;19/07/2014;JLF
04/01/1980;89;95;track;;;71840;;19/07/2014;JLF
04/01/1980;89;96;track;;;72190;;19/07/2014;JLF
04/01/1980;89;97;track;;;72540;;19/07/2014;JLF
04/01/1980;89;100;track;;;73590;;19/07/2014;JLF
04/01/1980;89;111;track;;;77440;;19/07/2014;JLF
04/01/1980;89;112;track;;;77790;;19/07/2014;JLF
04/01/1980;89;113;track;;;78140;;19/07/2014;JLF
04/01/1980;90;1;track;;;38941;;19/07/2014;JLF
04/01/1980;90;8;track;;;41391;;19/07/2014;JLF
04/01/1980;90;9;track;;;41741;;19/07/2014;JLF
04/01/1980;90;10;track;;;42091;;19/07/2014;JLF
04/01/1980;90;11;track;;;42441;;19/07/2014;JLF
04/01/1980;90;12;track;;;42791;;19/07/2014;JLF
04/01/1980;90;13;track;;;43141;;19/07/2014;JLF
04/01/1980;90;14;track;;;43491;;19/07/2014;JLF
04/01/1980;90;15;track;;;43841;;19/07/2014;JLF
04/01/1980;90;21;track;;;45941;;19/07/2014;JLF
04/01/1980;90;22;track;;;46291;;19/07/2014;JLF
04/01/1980;90;23;track;;;46641;;19/07/2014;JLF
04/01/1980;90;24;track;;;46991;;19/07/2014;JLF
04/01/1980;90;25;track;;;47341;;19/07/2014;JLF
04/01/1980;90;50;track;;;56091;;19/07/2014;JLF
04/01/1980;90;51;track;;;56441;;19/07/2014;JLF
04/01/1980;90;54;track;;;57491;;19/07/2014;JLF
04/01/1980;90;70;track;;;63091;;19/07/2014;JLF
04/01/1980;90;71;track;;;63441;;19/07/2014;JLF
04/01/1980;90;73;track;;;64141;;19/07/2014;JLF
04/01/1980;90;74;track;;;64491;;19/07/2014;JLF
04/01/1980;90;76;track;;;65191;;19/07/2014;JLF
04/01/1980;90;77;track;;;65541;;19/07/2014;JLF
04/01/1980;90;78;track;;;65891;;19/07/2014;JLF
04/01/1980;90;97;track;;;72541;;19/07/2014;JLF
04/01/1980;90;98;track;;;72891;;19/07/2014;JLF
04/01/1980;90;99;track;;;73241;;19/07/2014;JLF
04/01/1980;90;113;track;;;78141;;19/07/2014;JLF
04/01/1980;90;114;track;;;78491;;19/07/2014;JLF
04/01/1980;90;115;track;;;78841;;19/07/2014;JLF
04/01/1980;91;1;track;;;38942;;19/07/2014;JLF
04/01/1980;91;2;track;;;39292;;19/07/2014;JLF
04/01/1980;91;25;track;;;47342;;19/07/2014;JLF
04/01/1980;91;26;track;;;47692;;19/07/2014;JLF
04/01/1980;91;27;track;;;48042;;19/07/2014;JLF
04/01/1980;91;28;track;;;48392;;19/07/2014;JLF
04/01/1980;91;29;track;;;48742;;19/07/2014;JLF
04/01/1980;91;30;track;;;49092;;19/07/2014;JLF
04/01/1980;91;31;track;;;49442;;19/07/2014;JLF
04/01/1980;91;51;track;;;56442;;19/07/2014;JLF
04/01/1980;91;52;track;;;56792;;19/07/2014;JLF
04/01/1980;91;53;track;;;57142;;19/07/2014;JLF
04/01/1980;91;54;track;;;57492;;19/07/2014;JLF
04/01/1980;91;70;track;;;63092;;19/07/2014;JLF
04/01/1980;91;74;track;;;64492;;19/07/2014;JLF
04/01/1980;91;75;track;;;64842;;19/07/2014;JLF
04/01/1980;91;76;track;;;65192;;19/07/2014;JLF
04/01/1980;91;115;track;;;78842;;19/07/2014;JLF
04/01/1980;91;116;track;;;79192;;19/07/2014;JLF
04/01/1980;92;2;track;;;39293;;19/07/2014;JLF
04/01/1980;92;31;track;;;49443;;19/07/2014;JLF
04/01/1980;92;35;track;;;50843;;19/07/2014;JLF
04/01/1980;92;52;track;;;56793;;19/07/2014;JLF
04/01/1980;92;53;track;;;57143;;19/07/2014;JLF
04/01/1980;92;70;track;;;63093;;19/07/2014;JLF
04/01/1980;92;74;track;;;64493;;19/07/2014;JLF
04/01/1980;92;75;track;;;64843;;19/07/2014;JLF
04/01/1980;92;99;track;;;73243;;19/07/2014;JLF
04/01/1980;92;104;track;;;74993;;19/07/2014;JLF
04/01/1980;92;105;track;;;75343;;19/07/2014;JLF
04/01/1980;92;116;track;;;79193;;19/07/2014;JLF
04/01/1980;92;117;track;;;79543;;19/07/2014;JLF
04/01/1980;92;118;track;;;79893;;19/07/2014;JLF
04/01/1980;92;119;track;;;80243;;19/07/2014;JLF
04/01/1980;93;2;track;;;39294;;19/07/2014;JLF
04/01/1980;93;3;track;;;39644;;19/07/2014;JLF
04/01/1980;93;31;track;;;49444;;19/07/2014;JLF
04/01/1980;93;34;track;;;50494;;19/07/2014;JLF
04/01/1980;93;35;track;;;50844;;19/07/2014;JLF
04/01/1980;93;36;track;;;51194;;19/07/2014;JLF
04/01/1980;93;37;track;;;51544;;19/07/2014;JLF
04/01/1980;93;38;track;;;51894;;19/07/2014;JLF
04/01/1980;93;39;track;;;52244;;19/07/2014;JLF
04/01/1980;93;40;track;;;52594;;19/07/2014;JLF
04/01/1980;93;41;track;;;52944;;19/07/2014;JLF
04/01/1980;93;52;track;;;56794;;19/07/2014;JLF
04/01/1980;93;69;track;;;62744;;19/07/2014;JLF
04/01/1980;93;70;track;;;63094;;19/07/2014;JLF
04/01/1980;93;75;track;;;64844;;19/07/2014;JLF
04/01/1980;93;99;track;;;73244;;19/07/2014;JLF
04/01/1980;93;100;track;;;73594;;19/07/2014;JLF
04/01/1980;93;101;track;;;73944;;19/07/2014;JLF
04/01/1980;93;102;track;;;74294;;19/07/2014;JLF
04/01/1980;93;103;track;;;74644;;19/07/2014;JLF
04/01/1980;93;104;track;;;74994;;19/07/2014;JLF
04/01/1980;93;105;track;;;75344;;19/07/2014;JLF
04/01/1980;93;106;track;;;75694;;19/07/2014;JLF
04/01/1980;93;119;track;;;80244;;19/07/2014;JLF
04/01/1980;93;120;track;;;80594;;19/07/2014;JLF
04/01/1980;93;121;track;;;80944;;19/07/2014;JLF
04/01/1980;94;3;track;;;39645;;19/07/2014;JLF
04/01/1980;94;31;track;;;49445;;19/07/2014;JLF
04/01/1980;94;41;track;;;52945;;19/07/2014;JLF
04/01/1980;94;42;track;;;53295;;19/07/2014;JLF
04/01/1980;94;43;track;;;53645;;19/07/2014;JLF
04/01/1980;94;44;track;;;53995;;19/07/2014;JLF
04/01/1980;94;45;track;;;54345;;19/07/2014;JLF
04/01/1980;94;50;track;;;56095;;19/07/2014;JLF
04/01/1980;94;51;track;;;56445;;19/07/2014;JLF
04/01/1980;94;52;track;;;56795;;19/07/2014;JLF
04/01/1980;94;68;track;;;62395;;19/07/2014;JLF
04/01/1980;94;69;track;;;62745;;19/07/2014;JLF
04/01/1980;94;75;track;;;64845;;19/07/2014;JLF
04/01/1980;94;106;track;;;75695;;19/07/2014;JLF
04/01/1980;94;107;track;;;76045;;19/07/2014;JLF
04/01/1980;94;121;track;;;80945;;19/07/2014;JLF
04/01/1980;94;122;track;;;81295;;19/07/2014;JLF
04/01/1980;94;123;track;;;81645;;19/07/2014;JLF
04/01/1980;94;124;track;;;81995;;19/07/2014;JLF
04/01/1980;94;125;track;;;82345;;19/07/2014;JLF
04/01/1980;95;3;track;;;39646;;19/07/2014;JLF
04/01/1980;95;4;track;;;39996;;19/07/2014;JLF
04/01/1980;95;31;track;;;49446;;19/07/2014;JLF
04/01/1980;95;45;track;;;54346;;19/07/2014;JLF
04/01/1980;95;46;track;;;54696;;19/07/2014;JLF
04/01/1980;95;47;track;;;55046;;19/07/2014;JLF
04/01/1980;95;48;track;;;55396;;19/07/2014;JLF
04/01/1980;95;49;track;;;55746;;19/07/2014;JLF
04/01/1980;95;50;track;;;56096;;19/07/2014;JLF
04/01/1980;95;68;track;;;62396;;19/07/2014;JLF
04/01/1980;95;75;track;;;64846;;19/07/2014;JLF
04/01/1980;95;107;track;;;76046;;19/07/2014;JLF
04/01/1980;95;108;track;;;76396;;19/07/2014;JLF
04/01/1980;95;125;track;;;82346;;19/07/2014;JLF
04/01/1980;95;126;track;;;82696;;19/07/2014;JLF
04/01/1980;96;4;track;;;39997;;19/07/2014;JLF
04/01/1980;96;31;track;;;49447;;19/07/2014;JLF
04/01/1980;96;47;track;;;55047;;19/07/2014;JLF
04/01/1980;96;48;track;;;55397;;19/07/2014;JLF
04/01/1980;96;49;track;;;55747;;19/07/2014;JLF
04/01/1980;96;50;track;;;56097;;19/07/2014;JLF
04/01/1980;96;51;track;;;56447;;19/07/2014;JLF
04/01/1980;96;52;track;;;56797;;19/07/2014;JLF
04/01/1980;96;53;track;;;57147;;19/07/2014;JLF
04/01/1980;96;54;track;;;57497;;19/07/2014;JLF
04/01/1980;96;55;track;;;57847;;19/07/2014;JLF
04/01/1980;96;56;track;;;58197;;19/07/2014;JLF
04/01/1980;96;57;track;;;58547;;19/07/2014;JLF
04/01/1980;96;58;track;;;58897;;19/07/2014;JLF
04/01/1980;96;68;track;;;62397;;19/07/2014;JLF
04/01/1980;96;75;track;;;64847;;19/07/2014;JLF
04/01/1980;96;76;track;;;65197;;19/07/2014;JLF
04/01/1980;96;108;track;;;76397;;19/07/2014;JLF
04/01/1980;96;109;track;;;76747;;19/07/2014;JLF
04/01/1980;96;126;track;;;82697;;19/07/2014;JLF
04/01/1980;96;127;track;;;83047;;19/07/2014;JLF
04/01/1980;97;4;track;;;39998;;19/07/2014;JLF
04/01/1980;97;5;track;;;40348;;19/07/2014;JLF
04/01/1980;97;30;track;;;49098;;19/07/2014;JLF
04/01/1980;97;31;track;;;49448;;19/07/2014;JLF
04/01/1980;97;45;track;;;54348;;19/07/2014;JLF
04/01/1980;97;46;track;;;54698;;19/07/2014;JLF
04/01/1980;97;47;track;;;55048;;19/07/2014;JLF
04/01/1980;97;58;track;;;58898;;19/07/2014;JLF
04/01/1980;97;59;track;;;59248;;19/07/2014;JLF
04/01/1980;97;67;track;;;62048;;19/07/2014;JLF
04/01/1980;97;68;track;;;62398;;19/07/2014;JLF
04/01/1980;97;76;track;;;65198;;19/07/2014;JLF
04/01/1980;97;109;track;;;76748;;19/07/2014;JLF
04/01/1980;97;112;track;;;77798;;19/07/2014;JLF
04/01/1980;97;113;track;;;78148;;19/07/2014;JLF
04/01/1980;97;127;track;;;83048;;19/07/2014;JLF
04/01/1980;98;5;track;;;40349;;19/07/2014;JLF
04/01/1980;98;30;track;;;49099;;19/07/2014;JLF
04/01/1980;98;44;track;;;53999;;19/07/2014;JLF
04/01/1980;98;45;track;;;54349;;19/07/2014;JLF
04/01/1980;98;59;track;;;59249;;19/07/2014;JLF
04/01/1980;98;67;track;;;62049;;19/07/2014;JLF
04/01/1980;98;76;track;;;65199;;19/07/2014;JLF
04/01/1980;98;77;track;;;65549;;19/07/2014;JLF
04/01/1980;98;109;track;;;76749;;19/07/2014;JLF
04/01/1980;98;110;track;;;77099;;19/07/2014;JLF
04/01/1980;98;111;track;;;77449;;19/07/2014;JLF
04/01/1980;98;112;track;;;77799;;19/07/2014;JLF
04/01/1980;98;113;track;;;78149;;19/07/2014;JLF
04/01/1980;98;114;track;;;78499;;19/07/2014;JLF
04/01/1980;98;115;track;;;78849;;19/07/2014;JLF
04/01/1980;98;116;track;;;79199;;19/07/2014;JLF
04/01/1980;99;5;track;;;40350;;19/07/2014;JLF
04/01/1980;99;6;track;;;40700;;19/07/2014;JLF
04/01/1980;99;30;track;;;49100;;19/07/2014;JLF
04/01/1980;99;44;track;;;54000;;19/07/2014;JLF
04/01/1980;99;59;track;;;59250;;19/07/2014;JLF
04/01/1980;99;60;track;;;59600;;19/07/2014;JLF
04/01/1980;99;67;track;;;62050;;19/07/2014;JLF
04/01/1980;99;77;track;;;65550;;19/07/2014;JLF
04/01/1980;99;78;track;;;65900;;19/07/2014;JLF
04/01/1980;99;79;track;;;66250;;19/07/2014;JLF
04/01/1980;99;80;track;;;66600;;19/07/2014;JLF
04/01/1980;99;81;track;;;66950;;19/07/2014;JLF
04/01/1980;99;82;track;;;67300;;19/07/2014;JLF
04/01/1980;99;83;track;;;67650;;19/07/2014;JLF
04/01/1980;99;84;track;;;68000;;19/07/2014;JLF
04/01/1980;99;85;track;;;68350;;19/07/2014;JLF
04/01/1980;99;116;track;;;79200;;19/07/2014;JLF
04/01/1980;99;117;track;;;79550;;19/07/2014;JLF
04/01/1980;99;118;track;;;79900;;19/07/2014;JLF
04/01/1980;100;3;track;;;39651;;19/07/2014;JLF
04/01/1980;100;4;track;;;40001;;19/07/2014;JLF
04/01/1980;100;5;track;;;40351;;19/07/2014;JLF
04/01/1980;100;6;track;;;40701;;19/07/2014;JLF
04/01/1980;100;30;track;;;49101;;19/07/2014;JLF
04/01/1980;100;43;track;;;53651;;19/07/2014;JLF
04/01/1980;100;44;track;;;54001;;19/07/2014;JLF
04/01/1980;100;60;track;;;59601;;19/07/2014;JLF
